parent_sked,parent_sked_part,in_a_group,db_table,ordering,db_name,xpath,irs_type,db_type,line_number,description,versions
IRS990PF,pf_part_viii,True,PFCmpnstnHghstPdEmpl,424,FrgnAddrss_PrvncOrSttNm,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationHighestPaidEmplGrp/ForeignAddress/ProvinceOrStateNm,,Text, Part VIII Line 2; Part VIII Line 2(a)," Compensation of the five highest paid employees other than officers, directors, and trustees; Address - Foreign; Province or state",2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,False,pf_part_viii,425,CmpOfHghstPdEmplOrNONETxt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompOfHghstPdEmplOrNONETxt,,Text, Part VIII Line 2," If there are none, enter ""None""",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,426,OffcrDrTrstKyEmplInf_CmpnstnOfHghstPdCntrct,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp,,Text, Part VIII Line 3, Compensation of the five highest paid independent contractors for professional services,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,427,CmpnstnOfHghstPdCntrct_BsnssNm,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/BusinessName,,Text, Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Highest paid contractor's name - Business,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,428,CmpnstnOfHghstPdCntrct_PrsnNm,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/PersonNm,,Text, Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Highest paid contractor's name - Person,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,429,USAddrss_AddrssLn1Txt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/AddressLine1,StreetAddressType,String(length=35), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; Address line 1,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,430,USAddrss_AddrssLn1Txt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/AddressLine1Txt,StreetAddressType,String(length=35), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; Address line 1,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,431,USAddrss_AddrssLn2Txt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/AddressLine2,StreetAddressType,String(length=35), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; Address line 2,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,432,USAddrss_AddrssLn2Txt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/AddressLine2Txt,StreetAddressType,String(length=35), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; Address line 2,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,433,USAddrss_CtyNm,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/City,CityType,String(length=22), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; City,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,434,USAddrss_CtyNm,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/CityNm,CityType,String(length=22), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; City,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,435,USAddrss_SttAbbrvtnCd,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/State,StateType,String(length=2), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; State,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,436,USAddrss_SttAbbrvtnCd,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/StateAbbreviationCd,StateType,String(length=2), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; State,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,437,USAddrss_ZIPCd,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/ZIPCd,ZIPCodeType,String(length=15), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; ZIP code,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,438,USAddrss_ZIPCd,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/USAddress/ZIPCode,ZIPCodeType,String(length=15), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - US; ZIP code,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,439,FrgnAddrss_AddrssLn1Txt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine1,StreetAddressType,String(length=35), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Address line 1,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,440,FrgnAddrss_AddrssLn1Txt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine1Txt,StreetAddressType,String(length=35), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Address line 1,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,441,FrgnAddrss_AddrssLn2Txt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine2,StreetAddressType,String(length=35), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Address line 2,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,442,FrgnAddrss_AddrssLn2Txt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine2Txt,StreetAddressType,String(length=35), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Address line 2,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,443,FrgnAddrss_CtyNm,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/City,,Text, Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; City,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,444,FrgnAddrss_CtyNm,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/CityNm,,Text, Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; City,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,445,FrgnAddrss_CntryCd,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/Country,CountryType,String(length=2), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Country,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,446,FrgnAddrss_CntryCd,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/CountryCd,CountryType,String(length=2), Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Country,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,447,FrgnAddrss_FrgnPstlCd,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/ForeignPostalCd,,Text, Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Postal code,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,448,FrgnAddrss_FrgnPstlCd,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/PostalCode,,Text, Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Postal code,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,449,FrgnAddrss_PrvncOrSttNm,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/ProvinceOrState,,Text, Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Province or state,2013v3.0;2013v3.1;2013v4.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,450,FrgnAddrss_PrvncOrSttNm,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ForeignAddress/ProvinceOrStateNm,,Text, Part VIII Line 3; Part VIII Line 3(a), Compensation of the five highest paid independent contractors for professional services; Address - Foreign; Province or state,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,451,CmpnstnOfHghstPdCntrct_SrvcTxt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/ServiceTypeTxt,LineExplanationType,String(length=100), Part VIII Line 3; Part VIII Line 3(b), Compensation of the five highest paid independent contractors for professional services; Type of service,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,True,PFCmpnstnOfHghstPdCntrct,452,CmpnstnOfHghstPdCntrct_CmpnstnAmt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompensationOfHghstPdCntrctGrp/CompensationAmt,USAmountNNType,BigInteger, Part VIII Line 3; Part VIII Line 3(c), Compensation of the five highest paid independent contractors for professional services; Compensation,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_viii,False,pf_part_viii,453,CmpOfHghstPdCntrctOrNONETxt,/IRS990PF/OfficerDirTrstKeyEmplInfoGrp/CompOfHghstPdCntrctOrNONETxt,,Text, Part VIII Line 3," If there are none, enter ""None""",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixa,False,pf_part_ixa,454,SmmryOfDrctChrtblActy,/IRS990PF/SummaryOfDirectChrtblActyGrp,,Text,,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixa,False,pf_part_ixa,455,Dscrptn1Txt,/IRS990PF/SummaryOfDirectChrtblActyGrp/Description1Txt,ShortExplanationType,Text, Part IX-A Line 1, Description 1,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixa,False,pf_part_ixa,456,Expnss1Amt,/IRS990PF/SummaryOfDirectChrtblActyGrp/Expenses1Amt,USAmountType,BigInteger, Part IX-A Line 1, Expenses 1,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixa,False,pf_part_ixa,457,Dscrptn2Txt,/IRS990PF/SummaryOfDirectChrtblActyGrp/Description2Txt,ShortExplanationType,Text, Part IX-A Line 2, Description 2,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixa,False,pf_part_ixa,458,Expnss2Amt,/IRS990PF/SummaryOfDirectChrtblActyGrp/Expenses2Amt,USAmountType,BigInteger, Part IX-A Line 2, Expenses 2,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixa,False,pf_part_ixa,459,Dscrptn3Txt,/IRS990PF/SummaryOfDirectChrtblActyGrp/Description3Txt,ShortExplanationType,Text, Part IX-A Line 3, Description 3,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixa,False,pf_part_ixa,460,Expnss3Amt,/IRS990PF/SummaryOfDirectChrtblActyGrp/Expenses3Amt,USAmountType,BigInteger, Part IX-A Line 3, Expenses 3,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixa,False,pf_part_ixa,461,Dscrptn4Txt,/IRS990PF/SummaryOfDirectChrtblActyGrp/Description4Txt,ShortExplanationType,Text, Part IX-A Line 4, Description 4,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixa,False,pf_part_ixa,462,Expnss4Amt,/IRS990PF/SummaryOfDirectChrtblActyGrp/Expenses4Amt,USAmountType,BigInteger, Part IX-A Line 4, Expenses 4,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixb,False,pf_part_ixb,463,SmOfPrgrmRltdInvst,/IRS990PF/SumOfProgramRelatedInvstGrp,,Text,,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixb,False,pf_part_ixb,464,Dscrptn1Txt,/IRS990PF/SumOfProgramRelatedInvstGrp/Description1Txt,ShortExplanationType,Text, Part IX-B Line 1, Description 1,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixb,False,pf_part_ixb,465,Expnss1Amt,/IRS990PF/SumOfProgramRelatedInvstGrp/Expenses1Amt,USAmountType,BigInteger, Part IX-B Line 1, Amount 1,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixb,False,pf_part_ixb,466,Dscrptn2Txt,/IRS990PF/SumOfProgramRelatedInvstGrp/Description2Txt,ShortExplanationType,Text, Part IX-B Line 2, Description 2,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixb,False,pf_part_ixb,467,Expnss2Amt,/IRS990PF/SumOfProgramRelatedInvstGrp/Expenses2Amt,USAmountType,BigInteger, Part IX-B Line 2, Amount 2,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixb,False,pf_part_ixb,468,AllOthrPrgrmRltdInvstTtAmt,/IRS990PF/SumOfProgramRelatedInvstGrp/AllOtherProgramRltdInvstTotAmt,,Text, Part IX-B Line 3, All Other Program-Related Investments Total,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_ixb,False,pf_part_ixb,469,TtlAmt,/IRS990PF/SumOfProgramRelatedInvstGrp/TotalAmt,USAmountType,BigInteger, Part IX-B Total, Total,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,470,MnmmInvstmntRtrn,/IRS990PF/MinimumInvestmentReturnGrp,,Text,,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,471,AvrgMnthlyFMVOfScAmt,/IRS990PF/MinimumInvestmentReturnGrp/AverageMonthlyFMVOfSecAmt,USAmountType,BigInteger, Part X Line 1a, Average Monthly FMV of Securities,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,472,AvrgMnthlyCshBlncsAmt,/IRS990PF/MinimumInvestmentReturnGrp/AverageMonthlyCashBalancesAmt,USAmountType,BigInteger, Part X Line 1b, Average Monthly Cash Balances,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,473,FMVAllOthrNnchrtblAstAmt,/IRS990PF/MinimumInvestmentReturnGrp/FMVAllOtherNoncharitableAstAmt,USAmountType,BigInteger, Part X Line 1c, FMV of All Other Noncharitable Assets,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,474,TtlFMVOfUnsdAsstsAmt,/IRS990PF/MinimumInvestmentReturnGrp/TotalFMVOfUnusedAssetsAmt,USAmountType,BigInteger, Part X Line 1d, Total FMV of Unused Assets,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,475,RdctnClmdAmt,/IRS990PF/MinimumInvestmentReturnGrp/ReductionClaimedAmt,,Text, Part X Line 1e, Reduction Claimed,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,476,AcqstnIndbtdnssAmt,/IRS990PF/MinimumInvestmentReturnGrp/AcquisitionIndebtednessAmt,USAmountNNType,BigInteger, Part X Line 2, Acquisition Indebtedness,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,477,AdjstdTtlFMVOfUnsdAstAmt,/IRS990PF/MinimumInvestmentReturnGrp/AdjustedTotalFMVOfUnusedAstAmt,USAmountNNType,BigInteger, Part X Line 3, Adjusted Total FMV of Unused Assets (subtract line 2 from line 1d),2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,478,CshDmdChrtblAmt,/IRS990PF/MinimumInvestmentReturnGrp/CashDeemedCharitableAmt,,Text, Part X Line 4, Cash Deemed Charitable,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,479,NtVlNnchrtblAsstsAmt,/IRS990PF/MinimumInvestmentReturnGrp/NetVlNoncharitableAssetsAmt,USAmountNNType,BigInteger, Part X Line 5, Net Noncharitable Assets,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_x,False,pf_part_x,480,MnmmInvstmntRtrnAmt,/IRS990PF/MinimumInvestmentReturnGrp/MinimumInvestmentReturnAmt,USAmountNNType,BigInteger, Part X Line 6, Minimum Investment Return,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,481,DstrbtblAmnt,/IRS990PF/DistributableAmountGrp,,Text,,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,482,Sct4942j3j5FndtnAndFrgnOrgInd,/IRS990PF/DistributableAmountGrp/Sect4942j3j5FndtnAndFrgnOrgInd,CheckboxType,String(length=1),, Section 4942(j)(3)&(j)(5) Private Operating Foundations and Certain Foreign Organizations,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,483,MnmmInvstmntRtrnAmt,/IRS990PF/DistributableAmountGrp/MinimumInvestmentReturnAmt,USAmountNNType,BigInteger, Part XI Line 1, Minimum Investment Return,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,484,TxBsdOnInvstmntIncmAmt,/IRS990PF/DistributableAmountGrp/TaxBasedOnInvestmentIncomeAmt,USAmountNNType,BigInteger, Part XI Line 2a, Tax Based on Investment Income,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,485,IncmTxAmt,/IRS990PF/DistributableAmountGrp/IncomeTaxAmt,USAmountNNType,BigInteger, Part XI Line 2b, Income Tax for This Year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,486,TtlTxAmt,/IRS990PF/DistributableAmountGrp/TotalTaxAmt,USAmountNNType,BigInteger, Part XI Line 2c, Total Tax (add lines 2a and 2b),2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,487,DstrbtblBfrAdjAmt,/IRS990PF/DistributableAmountGrp/DistributableBeforeAdjAmt,USAmountNNType,BigInteger, Part XI Line 3, Distributable Amount Before Adjustments,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,488,RcvrsQlfdDstrAmt,/IRS990PF/DistributableAmountGrp/RecoveriesQualfiedDistriAmt,USAmountNNType,BigInteger, Part XI Line 4, Recoveries of Qualified Distributions,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,489,DstrbtblBfrDdAmt,/IRS990PF/DistributableAmountGrp/DistributableBeforeDedAmt,USAmountNNType,BigInteger, Part XI Line 5, Distributable Amount Before Deduction (add lines 3 and 4),2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,490,DdctnFrmDstrbtblAmt,/IRS990PF/DistributableAmountGrp/DeductionFromDistributableAmt,USAmountNNType,BigInteger, Part XI Line 6, Deduction from Distributable Amount,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xi,False,pf_part_xi,491,DstrbtblAsAdjstdAmt,/IRS990PF/DistributableAmountGrp/DistributableAsAdjustedAmt,USAmountType,BigInteger, Part XI Line 7, Distributable Amount as Adjusted,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xii,False,pf_part_xii,492,QlfyngDstrPrtXII,/IRS990PF/QualifyingDistriPartXIIGrp,,Text,,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xii,False,pf_part_xii,493,ExpnssAndCntrbtnsAmt,/IRS990PF/QualifyingDistriPartXIIGrp/ExpensesAndContributionsAmt,,Text, Part XII Line 1a, Expenses and Contributions,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xii,False,pf_part_xii,494,PrgrmRltdInvstTtlAmt,/IRS990PF/QualifyingDistriPartXIIGrp/ProgramRelatedInvstTotalAmt,USAmountNNType,BigInteger, Part XII Line 1b, Program Related Investments Total,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xii,False,pf_part_xii,495,ChrtblAsstsAcqsPdAmt,/IRS990PF/QualifyingDistriPartXIIGrp/CharitableAssetsAcquisPaidAmt,USAmountNNType,BigInteger, Part XII Line 2, Amounts Paid to Acquire Charitable Assets,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xii,False,pf_part_xii,496,StAsdStbltyTstAmt,/IRS990PF/QualifyingDistriPartXIIGrp/SetAsideSuitabilityTestAmt,USAmountNNType,BigInteger, Part XII Line 3a, Amounts Set Aside - Suitability Test,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xii,False,pf_part_xii,497,StAsdCshDstrTstAmt,/IRS990PF/QualifyingDistriPartXIIGrp/SetAsideCashDistriTestAmt,,Text, Part XII Line 3b, Amounts Set Aside - Cash Distribution Test,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990PF,pf_part_xii,False,pf_part_xii,498,QlfyngDstrbtnsAmt,/IRS990PF/QualifyingDistriPartXIIGrp/QualifyingDistributionsAmt,USAmountNNType,BigInteger, Part XII Line 4, Qualifying Distributions,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
