xpath,versions,description
/IRS990/MortNotesPyblSecuredInvestProp/EOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[MortNotesPyblSecuredInvestProp] Mortgages and notes payable secured by investment property; [EOY] Ending of year
/IRS990/MortgNotesPyblScrdInvstPropGrp/BOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[MortgNotesPyblScrdInvstPropGrp] Mortgages and notes payable secured by investment property; [BOYAmt] Beginnning of year
/IRS990/MortgNotesPyblScrdInvstPropGrp/EOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[MortgNotesPyblScrdInvstPropGrp] Mortgages and notes payable secured by investment property; [EOYAmt] Ending of year
/IRS990/NameOfForeignCountry,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NameOfForeignCountry] Name of foreign country
/IRS990/NameOfPrincipalOfficerBusiness/BusinessNameLine1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NameOfPrincipalOfficerBusiness] Name of principal officer - Business; [BusinessNameLine1] Business name line 1
/IRS990/NameOfPrincipalOfficerBusiness/BusinessNameLine2,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NameOfPrincipalOfficerBusiness] Name of principal officer - Business; [BusinessNameLine2] Business name line 2
/IRS990/NameOfPrincipalOfficerPerson,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NameOfPrincipalOfficerPerson] Name of principal officer - Person
/IRS990/NbrIndependentVotingMembers,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NbrIndependentVotingMembers] Number independent voting members
/IRS990/NbrVotingGoverningBodyMembers,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NbrVotingGoverningBodyMembers] Number of voting governing body members
/IRS990/NbrVotingMembersGoverningBody,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NbrVotingMembersGoverningBody] Number voting members governing body
/IRS990/NetAssetsOrFundBalancesBOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetAssetsOrFundBalancesBOY] Net Assets or Fund Balances, BOY"
/IRS990/NetAssetsOrFundBalancesBOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetAssetsOrFundBalancesBOYAmt] Net Assets or Fund Balances, BOY"
/IRS990/NetAssetsOrFundBalancesEOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetAssetsOrFundBalancesEOY] Net Assets or Fund Balances, EOY"
/IRS990/NetAssetsOrFundBalancesEOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetAssetsOrFundBalancesEOYAmt] Net Assets or Fund Balances, EOY"
/IRS990/NetGainOrLossInvestments/ExclusionAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetGainOrLossInvestments] Other revenue, Net gain or loss from investments. Combine Line 7c, columns (i) and (ii); [ExclusionAmount] Excluded by section 512, 513, or 514: amount"
/IRS990/NetGainOrLossInvestments/RelatedOrExemptFunctionIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetGainOrLossInvestments] Other revenue, Net gain or loss from investments. Combine Line 7c, columns (i) and (ii); [RelatedOrExemptFunctionIncome] Related or exempt function revenue"
/IRS990/NetGainOrLossInvestments/TotalRevenueColumn,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetGainOrLossInvestments] Other revenue, Net gain or loss from investments. Combine Line 7c, columns (i) and (ii); [TotalRevenueColumn] Total revenue"
/IRS990/NetGainOrLossInvestments/UnrelatedBusinessRevenue,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetGainOrLossInvestments] Other revenue, Net gain or loss from investments. Combine Line 7c, columns (i) and (ii); [UnrelatedBusinessRevenue] Unrelated business revenue"
/IRS990/NetGainOrLossInvestmentsGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetGainOrLossInvestmentsGrp] Other revenue, Net gain or loss from investments. Combine Line 7c, columns (i) and (ii); [ExclusionAmt] Excluded by section 512, 513, or 514: amount"
/IRS990/NetGainOrLossInvestmentsGrp/RelatedOrExemptFuncIncomeAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetGainOrLossInvestmentsGrp] Other revenue, Net gain or loss from investments. Combine Line 7c, columns (i) and (ii); [RelatedOrExemptFuncIncomeAmt] Related or exempt function revenue"
/IRS990/NetGainOrLossInvestmentsGrp/TotalRevenueColumnAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetGainOrLossInvestmentsGrp] Other revenue, Net gain or loss from investments. Combine Line 7c, columns (i) and (ii); [TotalRevenueColumnAmt] Total revenue"
/IRS990/NetGainOrLossInvestmentsGrp/UnrelatedBusinessRevenueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetGainOrLossInvestmentsGrp] Other revenue, Net gain or loss from investments. Combine Line 7c, columns (i) and (ii); [UnrelatedBusinessRevenueAmt] Unrelated business revenue"
/IRS990/NetIncmFromFundraisingEvtGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetIncmFromFundraisingEvtGrp] Net income from fundraising events; [ExclusionAmt] Excluded by section 512, 513, or 514: amount"
/IRS990/NetIncmFromFundraisingEvtGrp/TotalRevenueColumnAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncmFromFundraisingEvtGrp] Net income from fundraising events; [TotalRevenueColumnAmt] Total revenue
/IRS990/NetIncmFromFundraisingEvtGrp/UnrelatedBusinessRevenueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncmFromFundraisingEvtGrp] Net income from fundraising events; [UnrelatedBusinessRevenueAmt] Unrelated business revenue
/IRS990/NetIncomeFromFundraisingEvents/ExclusionAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetIncomeFromFundraisingEvents] Net income from fundraising events; [ExclusionAmount] Excluded by section 512, 513, or 514: amount"
/IRS990/NetIncomeFromFundraisingEvents/RelatedOrExemptFunctionIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7,[NetIncomeFromFundraisingEvents] Net income from fundraising events; [RelatedOrExemptFunctionIncome] Related or exempt function revenue
/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NetIncomeFromFundraisingEvents] Net income from fundraising events; [TotalRevenueColumn] Total revenue
/IRS990/NetIncomeFromFundraisingEvents/UnrelatedBusinessRevenue,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NetIncomeFromFundraisingEvents] Net income from fundraising events; [UnrelatedBusinessRevenue] Unrelated business revenue
/IRS990/NetIncomeFromGaming/ExclusionAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetIncomeFromGaming] Net income from gaming; [ExclusionAmount] Excluded by section 512, 513, or 514: amount"
/IRS990/NetIncomeFromGaming/RelatedOrExemptFunctionIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NetIncomeFromGaming] Net income from gaming; [RelatedOrExemptFunctionIncome] Related or exempt function revenue
/IRS990/NetIncomeFromGaming/TotalRevenueColumn,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NetIncomeFromGaming] Net income from gaming; [TotalRevenueColumn] Total revenue
/IRS990/NetIncomeFromGaming/UnrelatedBusinessRevenue,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NetIncomeFromGaming] Net income from gaming; [UnrelatedBusinessRevenue] Unrelated business revenue
/IRS990/NetIncomeFromGamingGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetIncomeFromGamingGrp] Net income from gaming; [ExclusionAmt] Excluded by section 512, 513, or 514: amount"
/IRS990/NetIncomeFromGamingGrp/RelatedOrExemptFuncIncomeAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeFromGamingGrp] Net income from gaming; [RelatedOrExemptFuncIncomeAmt] Related or exempt function revenue
/IRS990/NetIncomeFromGamingGrp/TotalRevenueColumnAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeFromGamingGrp] Net income from gaming; [TotalRevenueColumnAmt] Total revenue
/IRS990/NetIncomeFromGamingGrp/UnrelatedBusinessRevenueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeFromGamingGrp] Net income from gaming; [UnrelatedBusinessRevenueAmt] Unrelated business revenue
/IRS990/NetIncomeOrLoss/ExclusionAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetIncomeOrLoss] Net income or loss from sales of inventory; [ExclusionAmount] Excluded by section 512, 513, or 514: amount"
/IRS990/NetIncomeOrLoss/RelatedOrExemptFunctionIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NetIncomeOrLoss] Net income or loss from sales of inventory; [RelatedOrExemptFunctionIncome] Related or exempt function revenue
/IRS990/NetIncomeOrLoss/TotalRevenueColumn,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NetIncomeOrLoss] Net income or loss from sales of inventory; [TotalRevenueColumn] Total revenue
/IRS990/NetIncomeOrLoss/UnrelatedBusinessRevenue,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NetIncomeOrLoss] Net income or loss from sales of inventory; [UnrelatedBusinessRevenue] Unrelated business revenue
/IRS990/NetIncomeOrLossGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetIncomeOrLossGrp] Net income or loss from sales of inventory; [ExclusionAmt] Excluded by section 512, 513, or 514: amount"
/IRS990/NetIncomeOrLossGrp/RelatedOrExemptFuncIncomeAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeOrLossGrp] Net income or loss from sales of inventory; [RelatedOrExemptFuncIncomeAmt] Related or exempt function revenue
/IRS990/NetIncomeOrLossGrp/TotalRevenueColumnAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeOrLossGrp] Net income or loss from sales of inventory; [TotalRevenueColumnAmt] Total revenue
/IRS990/NetIncomeOrLossGrp/UnrelatedBusinessRevenueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeOrLossGrp] Net income or loss from sales of inventory; [UnrelatedBusinessRevenueAmt] Unrelated business revenue
/IRS990/NetRentalIncomeOrLoss/ExclusionAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetRentalIncomeOrLoss] Other revenue, net rental income or loss; [ExclusionAmount] Excluded by section 512, 513, or 514: amount"
/IRS990/NetRentalIncomeOrLoss/RelatedOrExemptFunctionIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetRentalIncomeOrLoss] Other revenue, net rental income or loss; [RelatedOrExemptFunctionIncome] Related or exempt function revenue"
/IRS990/NetRentalIncomeOrLoss/TotalRevenueColumn,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetRentalIncomeOrLoss] Other revenue, net rental income or loss; [TotalRevenueColumn] Total revenue"
/IRS990/NetRentalIncomeOrLoss/UnrelatedBusinessRevenue,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[NetRentalIncomeOrLoss] Other revenue, net rental income or loss; [UnrelatedBusinessRevenue] Unrelated business revenue"
/IRS990/NetRentalIncomeOrLossGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetRentalIncomeOrLossGrp] Other revenue, net rental income or loss; [ExclusionAmt] Excluded by section 512, 513, or 514: amount"
/IRS990/NetRentalIncomeOrLossGrp/RelatedOrExemptFuncIncomeAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetRentalIncomeOrLossGrp] Other revenue, net rental income or loss; [RelatedOrExemptFuncIncomeAmt] Related or exempt function revenue"
/IRS990/NetRentalIncomeOrLossGrp/TotalRevenueColumnAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetRentalIncomeOrLossGrp] Other revenue, net rental income or loss; [TotalRevenueColumnAmt] Total revenue"
/IRS990/NetRentalIncomeOrLossGrp/UnrelatedBusinessRevenueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[NetRentalIncomeOrLossGrp] Other revenue, net rental income or loss; [UnrelatedBusinessRevenueAmt] Unrelated business revenue"
/IRS990/NetUnrelatedBusTxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetUnrelatedBusTxblIncmAmt] Net unrelated business taxable income
/IRS990/NetUnrelatedBusinessTxblIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NetUnrelatedBusinessTxblIncome] Net unrelated business taxable income
/IRS990/NetUnrlzdGainsLossesInvstAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetUnrlzdGainsLossesInvstAmt] Net unrealized gains (losses) on investments
/IRS990/NoListedPersonsCompensated,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NoListedPersonsCompensated] No listed persons compensated
/IRS990/NoListedPersonsCompensatedInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NoListedPersonsCompensatedInd] No listed persons compensated
/IRS990/NonDeductibleContributions,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NonDeductibleContributions] Non-deductible contributions?
/IRS990/NonDeductibleDisclosure,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NonDeductibleDisclosure] Non-deduct. disclosure?
/IRS990/NoncashContributions,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NoncashContributions] Noncash contributions
/IRS990/NoncashContributionsAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NoncashContributionsAmt] Noncash contributions
/IRS990/NondeductibleContriDisclInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NondeductibleContriDisclInd] Non-deduct. disclosure?
/IRS990/NondeductibleContributionsInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NondeductibleContributionsInd] Non-deductible contributions?
/IRS990/NumberFormsTransmittedWith1096,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NumberFormsTransmittedWith1096] Number forms transmitted with 1096
/IRS990/NumberIndependentVotingMembers,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NumberIndependentVotingMembers] Number of independent voting members
/IRS990/NumberIndividualsGT100K,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NumberIndividualsGT100K] Number individuals greater than $100K
/IRS990/NumberOf8282Filed,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NumberOf8282Filed] Number of 8282s filed
/IRS990/NumberOfContractorsGT100K,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NumberOfContractorsGT100K] Number of contractors greater than $100K
/IRS990/NumberOfEmployees,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NumberOfEmployees] Number of employees
/IRS990/NumberW2GIncluded,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[NumberW2GIncluded] Number W-2Gs included in 1a
/IRS990/Occupancy/Fundraising,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[Occupancy] Occupancy; [Fundraising] Fundraising
/IRS990/Occupancy/ManagementAndGeneral,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[Occupancy] Occupancy; [ManagementAndGeneral] Management and general
/IRS990/Occupancy/ProgramServices,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[Occupancy] Occupancy; [ProgramServices] Program services
/IRS990/Occupancy/Total,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[Occupancy] Occupancy; [Total] Total
/IRS990/OccupancyGrp/FundraisingAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OccupancyGrp] Occupancy; [FundraisingAmt] Fundraising
/IRS990/OccupancyGrp/ManagementAndGeneralAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OccupancyGrp] Occupancy; [ManagementAndGeneralAmt] Management and general
/IRS990/OccupancyGrp/ProgramServicesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OccupancyGrp] Occupancy; [ProgramServicesAmt] Program services
/IRS990/OccupancyGrp/TotalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OccupancyGrp] Occupancy; [TotalAmt] Total
