xpath,versions,line_number
/IRS990PF/AnalysisIncomeProducingActy/OtherRevenueDescribed/RelatedOrExemptFunctionIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherRevenueDescribed] Part XVI-A Line 11; [RelatedOrExemptFunctionIncome] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActy/OtherRevenueDescribed/UnrelatedBusinessIncomeAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherRevenueDescribed] Part XVI-A Line 11; [UnrelatedBusinessIncomeAmount] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActy/ProgramServiceRevenuePartVII/BusinessCode,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ProgramServiceRevenuePartVII] Part XVI-A Line 1; [BusinessCode] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActy/ProgramServiceRevenuePartVII/Description,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ProgramServiceRevenuePartVII] Part XVI-A Line 1
/IRS990PF/AnalysisIncomeProducingActy/ProgramServiceRevenuePartVII/ExclusionAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ProgramServiceRevenuePartVII] Part XVI-A Line 1; [ExclusionAmount] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActy/ProgramServiceRevenuePartVII/ExclusionCode,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ProgramServiceRevenuePartVII] Part XVI-A Line 1; [ExclusionCode] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActy/ProgramServiceRevenuePartVII/RelatedOrExemptFunctionIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ProgramServiceRevenuePartVII] Part XVI-A Line 1; [RelatedOrExemptFunctionIncome] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActy/ProgramServiceRevenuePartVII/UnrelatedBusinessIncomeAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[ProgramServiceRevenuePartVII] Part XVI-A Line 1; [UnrelatedBusinessIncomeAmount] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActy/SubtotalsPartXVIA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[SubtotalsPartXVIA] Part XVI-A Line 12
/IRS990PF/AnalysisIncomeProducingActy/SubtotalsPartXVIA/ExclusionAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[SubtotalsPartXVIA] Part XVI-A Line 12; [ExclusionAmount] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActy/SubtotalsPartXVIA/RelatedOrExemptFunctionIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[SubtotalsPartXVIA] Part XVI-A Line 12; [RelatedOrExemptFunctionIncome] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActy/SubtotalsPartXVIA/UnrelatedBusinessIncomeAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[SubtotalsPartXVIA] Part XVI-A Line 12; [UnrelatedBusinessIncomeAmount] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActy/TotalPartXVIA,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[TotalPartXVIA] Part XVI-A Line 13
/IRS990PF/AnalysisIncomeProducingActyGrp,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,
/IRS990PF/AnalysisIncomeProducingActyGrp/DivAndIntFromSecPartVIIGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[DivAndIntFromSecPartVIIGrp] Part XVI-A Line 4; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/DivAndIntFromSecPartVIIGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[DivAndIntFromSecPartVIIGrp] Part XVI-A Line 4; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/DivAndIntFromSecPartVIIGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[DivAndIntFromSecPartVIIGrp] Part XVI-A Line 4; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/DivAndIntFromSecPartVIIGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[DivAndIntFromSecPartVIIGrp] Part XVI-A Line 4; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/DivAndIntFromSecPartVIIGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[DivAndIntFromSecPartVIIGrp] Part XVI-A Line 4; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/FeesContractsFromGovtAgGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[FeesContractsFromGovtAgGrp] Part XVI-A Line 1g; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/FeesContractsFromGovtAgGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[FeesContractsFromGovtAgGrp] Part XVI-A Line 1g; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/FeesContractsFromGovtAgGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[FeesContractsFromGovtAgGrp] Part XVI-A Line 1g; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/FeesContractsFromGovtAgGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[FeesContractsFromGovtAgGrp] Part XVI-A Line 1g; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/FeesContractsFromGovtAgGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[FeesContractsFromGovtAgGrp] Part XVI-A Line 1g; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/GainSalesAstOthThanInvntryGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GainSalesAstOthThanInvntryGrp] Part XVI-A Line 8; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/GainSalesAstOthThanInvntryGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GainSalesAstOthThanInvntryGrp] Part XVI-A Line 8; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/GainSalesAstOthThanInvntryGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GainSalesAstOthThanInvntryGrp] Part XVI-A Line 8; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/GainSalesAstOthThanInvntryGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GainSalesAstOthThanInvntryGrp] Part XVI-A Line 8; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/GainSalesAstOthThanInvntryGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GainSalesAstOthThanInvntryGrp] Part XVI-A Line 8; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/GrossProfitLossSlsOfInvntryGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GrossProfitLossSlsOfInvntryGrp] Part XVI-A Line 10; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/GrossProfitLossSlsOfInvntryGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GrossProfitLossSlsOfInvntryGrp] Part XVI-A Line 10; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/GrossProfitLossSlsOfInvntryGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GrossProfitLossSlsOfInvntryGrp] Part XVI-A Line 10; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/GrossProfitLossSlsOfInvntryGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GrossProfitLossSlsOfInvntryGrp] Part XVI-A Line 10; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/GrossProfitLossSlsOfInvntryGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[GrossProfitLossSlsOfInvntryGrp] Part XVI-A Line 10; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/IntOnSavAndTempCashInvstGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[IntOnSavAndTempCashInvstGrp] Part XVI-A Line 3; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/IntOnSavAndTempCashInvstGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[IntOnSavAndTempCashInvstGrp] Part XVI-A Line 3; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/IntOnSavAndTempCashInvstGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[IntOnSavAndTempCashInvstGrp] Part XVI-A Line 3; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/IntOnSavAndTempCashInvstGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[IntOnSavAndTempCashInvstGrp] Part XVI-A Line 3; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/IntOnSavAndTempCashInvstGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[IntOnSavAndTempCashInvstGrp] Part XVI-A Line 3; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/MembershipDuesAndAssmntGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[MembershipDuesAndAssmntGrp] Part XVI-A Line 2; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/MembershipDuesAndAssmntGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[MembershipDuesAndAssmntGrp] Part XVI-A Line 2; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/MembershipDuesAndAssmntGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[MembershipDuesAndAssmntGrp] Part XVI-A Line 2; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/MembershipDuesAndAssmntGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[MembershipDuesAndAssmntGrp] Part XVI-A Line 2; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/MembershipDuesAndAssmntGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[MembershipDuesAndAssmntGrp] Part XVI-A Line 2; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetIncomeLossFromSpecialEvtGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeLossFromSpecialEvtGrp] Part XVI-A Line 9; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetIncomeLossFromSpecialEvtGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeLossFromSpecialEvtGrp] Part XVI-A Line 9; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetIncomeLossFromSpecialEvtGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeLossFromSpecialEvtGrp] Part XVI-A Line 9; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetIncomeLossFromSpecialEvtGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeLossFromSpecialEvtGrp] Part XVI-A Line 9; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetIncomeLossFromSpecialEvtGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetIncomeLossFromSpecialEvtGrp] Part XVI-A Line 9; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRentalIncomePersonalPropGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRentalIncomePersonalPropGrp] Part XVI-A Line 6; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRentalIncomePersonalPropGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRentalIncomePersonalPropGrp] Part XVI-A Line 6; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRentalIncomePersonalPropGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRentalIncomePersonalPropGrp] Part XVI-A Line 6; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRentalIncomePersonalPropGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRentalIncomePersonalPropGrp] Part XVI-A Line 6; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRentalIncomePersonalPropGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRentalIncomePersonalPropGrp] Part XVI-A Line 6; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReDebtFincdPropGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReDebtFincdPropGrp] Part XVI-A Line 5a; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReDebtFincdPropGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReDebtFincdPropGrp] Part XVI-A Line 5a; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReDebtFincdPropGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReDebtFincdPropGrp] Part XVI-A Line 5a; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReDebtFincdPropGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReDebtFincdPropGrp] Part XVI-A Line 5a; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReDebtFincdPropGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReDebtFincdPropGrp] Part XVI-A Line 5a; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReNotDebtFincdProp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReNotDebtFincdProp] Part XVI-A Line 5b; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReNotDebtFincdProp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReNotDebtFincdProp] Part XVI-A Line 5b; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReNotDebtFincdProp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReNotDebtFincdProp] Part XVI-A Line 5b; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReNotDebtFincdProp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReNotDebtFincdProp] Part XVI-A Line 5b; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/NetRntlIncmReNotDebtFincdProp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[NetRntlIncmReNotDebtFincdProp] Part XVI-A Line 5b; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherInvestmentIncmPartVIIGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherInvestmentIncmPartVIIGrp] Part XVI-A Line 7; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherInvestmentIncmPartVIIGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherInvestmentIncmPartVIIGrp] Part XVI-A Line 7; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherInvestmentIncmPartVIIGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherInvestmentIncmPartVIIGrp] Part XVI-A Line 7; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherInvestmentIncmPartVIIGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherInvestmentIncmPartVIIGrp] Part XVI-A Line 7; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherInvestmentIncmPartVIIGrp/UnrelatedBusinessTaxblIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherInvestmentIncmPartVIIGrp] Part XVI-A Line 7; [UnrelatedBusinessTaxblIncmAmt] Part XVI-A - Column (B)
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherRevenueDescribedGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueDescribedGrp] Part XVI-A Line 11; [BusinessCd] Part XVI-A - Column (A)
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherRevenueDescribedGrp/Desc,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueDescribedGrp] Part XVI-A Line 11
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherRevenueDescribedGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueDescribedGrp] Part XVI-A Line 11; [ExclusionAmt] Part XVI-A - Column (D)
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherRevenueDescribedGrp/ExclusionCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueDescribedGrp] Part XVI-A Line 11; [ExclusionCd] Part XVI-A - Column (C)
/IRS990PF/AnalysisIncomeProducingActyGrp/OtherRevenueDescribedGrp/RelatedOrExemptFunctionIncmAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueDescribedGrp] Part XVI-A Line 11; [RelatedOrExemptFunctionIncmAmt] Part XVI-A - Column (E)
